apellido,frec_pri,frec_seg,freq_rep
GUAILLAS,125,128,8
RIAMBAU,125,126,0
VALLCANERA,125,126,0
CAMPDELACREU,125,125,0
ULIAQUE,125,124,0
GONZALEZ DE MENDOZA,125,123,7
GONTAD,125,121,0
ESTAVILLO,125,120,0
OTAVALO,125,120,0
SANDUVETE,125,119,5
FA,125,119,0
BROTON,125,118,0
WALLS,125,118,0
HUAPAYA,125,116,0
TOSAS,125,116,0
SUAÑEZ,125,115,0
PINZOLAS,125,114,0
ARANZUBIA,125,113,0
ARRIBALZAGA,125,112,0
CIRBIAN,125,110,0
MADRAMANY,125,110,0
MASSEGU,125,110,0
RUIZ DE GORDEJUELA,125,110,0
GOMEZ DE CADIÑANOS,125,109,0
SANCHEZ DE PABLO,125,109,0
SARIOL,125,108,0
TOCADOS,125,108,0
GUISCAFRE,125,107,0
LEGASA,125,107,0
NOSAS,125,107,0
PALATSI,125,107,0
BEGUER,125,105,0
EUGERCIOS,125,105,0
GRAJEDA,125,105,0
LOPEZ DE LA REINA,125,105,0
DE LA ARADA,125,104,0
MAINZ,125,103,7
ARXE,125,100,6
AYMAT,125,100,0
RUIZ MOYANO,125,100,0
BRAMON,125,99,0
BUSCARONS,125,98,0
CAYARGA,125,92,0
MOUTINHO,125,91,0
ARRUEBARRENA,125,90,0
ROMERO DEL HOMBREBUENO,125,89,0
LLASERA,125,87,0
RISSO,125,87,0
BENETO,125,85,0
SAN RAFAEL,125,84,0
USSIA,125,83,0
PORQUER,125,82,0
GARCIA DE LA CRUZ,125,78,0
VEGA DE SEOANE,125,72,0
BERNACER,125,71,0
SUSAN,125,54,0
GANCHEVA,125,51,0
CANALE,125,48,0
LOUIS,125,44,0
GHARBI,125,40,0
HIRSCH,125,40,0
PELLEGRINO,125,40,0
BOUZEKRI,125,38,7
CATALIN,125,38,0
SCHULER,125,36,0
JAGANA,125,31,18
DIAB,125,28,0
CURRAN,125,24,0
EL MARDI,125,24,0
HUBERT,125,23,0
TABIT,125,23,0
THIELE,125,23,0
LINDSAY,125,22,0
BARTHA,125,21,0
DAKIR,125,19,0
BENSLIMANE,125,16,0
HILLS,125,16,0
ZAJAC,125,16,0
DRIOUECH,125,14,0
KACZMAREK,125,13,0
GEANTA,125,10,0
KRAWCZYK,125,8,0
POGHOSYAN,125,7,0
AIOANEI,125,0,0
APARECIDO,125,0,0
BORDEI,125,0,0
CIMPAN,125,0,0
DELIU,125,0,0
GUDIÑA,124,191,0
CARDENA,124,176,0
CHARLON,124,175,0
CEFERINO,124,166,0
MARABEL,124,166,0
CASTROMIL,124,165,0
GORGAL,124,165,0
LATIENDA,124,161,0
HATO,124,160,0
TOTORICA,124,159,0
ANZANO,124,156,0
UTSET,124,153,0
LOPEZ DE IPIÑA,124,152,0
ALSUA,124,149,0
ARROLA,124,148,0
CHATO,124,144,0
ARESO,124,141,0
BENDEZU,124,140,0
REBOLLAL,124,140,0
SIGALAT,124,140,0
DE LA LOSA,124,138,5
DOBARGANES,124,138,0
CHILA,124,137,0
JUANINO,124,135,0
ALZURI,124,134,0
DONSION,124,133,0
TESORERO,124,130,0
LERSUNDI,124,129,0
TURCIOS,124,129,0
DAPORTA,124,128,5
APORTA,124,126,0
ARRARTE,124,126,0
BORROMEO,124,126,0
IDIAZABAL,124,126,0
ORMAD,124,125,0
MURELAGA,124,124,0
PAMPOLS,124,123,0
SALSON,124,119,5
FAURIA,124,117,0
IMBRODA,124,117,0
ALEMPARTE,124,116,0
CUAIRAN,124,116,0
MOTINO,124,115,0
PATERNINA,124,115,0
SUBTIL,124,114,6
ASPERA,124,114,0
ESTABLES,124,114,0
PARREIRA,124,114,0
TERRA,124,114,0
MUÑUMEL,124,113,0
COLCHA,124,112,7
CUENCO,124,112,0
ESKISABEL,124,112,0
TAVORA,124,112,0
CENITAGOYA,124,111,0
EDROSO,124,111,0
BORDERIAS,124,110,0
REPILA,124,110,0
SOLVEZ,124,110,0
VILADEVALL,124,110,0
LOPEZ DE AGUILETA,124,109,0
DE LA CIERVA,124,107,0
PARPAL,124,107,0
UYAGUARI,124,107,0
BRUFAL,124,106,0
CAZCARRO,124,106,0
ALMERGE,124,105,0
FERNANDEZ VEGA,124,105,0
LLARCH,124,104,0
POMBERO,124,104,0
RESTITUTO,124,104,0
GUINO,124,100,0
IBARLUZEA,124,99,0
UTANDE,124,98,7
MAGALLO,124,97,0
BETANZO,124,96,0
LLEAL,124,96,0
CAIÑO,124,95,0
TERREU,124,95,0
LEYES,124,94,0
JALVO,124,93,0
COFAN,124,92,0
FABIANI,124,85,12
LAFUERZA,124,83,0
CAUQUI,124,77,0
HERMANA,124,74,0
PAVEZ,124,74,0
LEVANO,124,71,0
DELAMO,124,64,0
KRUMOVA,124,56,0
NAVALMORAL,124,55,0
DE ANGEL,124,53,0
GERARD,124,53,0
YAYA,124,48,0
MARX,124,45,0
MILCHEV,124,40,0
MOULAY,124,38,0
BAUMGARTNER,124,34,0
ZHIVKOVA,124,33,0
TALLA,124,32,0
ODEH,124,28,0
EL BADRI,124,27,0
EL AZOUZI,124,24,0
BRAY,124,22,0
ESSAFI,124,22,0
DOLAN,124,19,0
BOUSSIF,124,18,0
EL HABIB,124,18,0
GOURARI,124,18,0
BRYAN,124,17,0
KROL,124,17,0
MCKAY,124,16,0
PAPAN,124,14,5
EL HAMIDI,124,13,0
COLY,124,12,0
DOUMBOUYA,124,11,0
FRY,124,11,0
MELLOR,124,11,0
RAFIQUE,124,10,0
AHSAN,124,7,0
HOVSEPYAN,124,7,0
BELU,124,5,0
EL ASRY,124,5,0
ALHASSAN,124,0,0
BOBOCEA,124,0,0
BOICIUC,124,0,0
BUDAI,124,0,0
BUTOI,124,0,0
ESSABBAR,124,0,0
NEATA,124,0,0
PASCALAU,124,0,0
AVOMO,123,202,0
DE AGUILAR,123,198,0
MOSTEO,123,193,0
DE AQUINO,123,162,0
MAMBLONA,123,162,0
BARBO,123,157,0
GARCIA PATRON,123,157,0
DO VALE,123,156,0
ENGRA,123,154,0
DE LA ROZ,123,153,0
TOLO,123,153,0
PECHERO,123,152,0
GARDOQUI,123,149,0
BOGALLO,123,148,5
ALDABA,123,148,0
MARIÑA,123,146,0
ARECHEDERRA,123,144,0
BADULES,123,144,0
GABARRA,123,144,0
VALARES,123,143,0
GOYOGANA,123,142,0
TOMBO,123,139,0
TREVIN,123,139,0
GUILLEMAT,123,137,0
LAMEIRAS,123,137,0
NORIEGO,123,137,0
USARRALDE,123,136,0
BARRAGANS,123,134,0
CARROCERA,123,134,0
AMAGUA,123,133,0
MASDEMONT,123,132,0
FELPETE,123,131,0
TARTERA,123,131,0
PUELLO,123,130,0
CHAVARRO,123,129,0
VERAMENDI,123,129,0
DE ARANA,123,127,0
MONTADO,123,127,0
SAENZ DE JUBERA,123,126,0
VICIEDO,123,126,0
CADORNIGA,123,125,6
CHILAN,123,125,0
DURBA,123,125,0
MADERAL,123,125,0
ROSIÑA,123,125,0
GARRASTAZU,123,124,7
UNZU,123,124,0
ELGEZABAL,123,123,0
MOTERO,123,121,0
JARAICES,123,120,0
BARTULOS,123,118,6
MOUCO,123,118,0
RUIZ CALERO,123,117,0
MATALLIN,123,116,0
MAÑON,123,116,0
CALAHORRANO,123,115,0
JALAO,123,114,0
LOPEZ DE LA OSA,123,114,0
MARZOK,123,114,0
TEBAS,123,114,0
CERVOS,123,113,0
LOUSA,123,113,0
CONSTANZO,123,112,0
OSSET,123,112,0
CISTERNAS,123,111,0
ALMONACIL,123,109,0
HUACON,123,109,0
DERECHO,123,108,5
PLANIOL,123,108,0
RECHA,123,107,0
CALVO PARRA,123,104,0
ITURGAIZ,123,104,0
FERRAO,123,102,0
GARAYAR,123,102,0
MACICIOR,123,101,0
RIAGUAS,123,101,0
BEN MOHAMED,123,100,0
OGEA,123,98,0
RAIGOSO,123,98,0
BOJE,123,97,0
MOZUN,123,94,0
CORCOSTEGUI,123,90,0
FABON,123,90,0
DE ELIAS,123,88,0
AVEIRO,123,85,0
SANGO,123,85,0
CARAMELO,123,82,0
SABARIEGOS,123,82,0
CORTEL,123,81,0
DEFAZ,123,81,0
CAPDEPON,123,79,0
DE LA RASILLA,123,79,0
SAITUA,123,79,0
PEREZ DE OBANOS,123,77,0
ELEZGARAY,123,70,0
SARRASECA,123,69,0
FERNANDEZ BLANCO,123,66,0
PANAYOTOVA,123,55,0
PIAZZA,123,55,0
CHERRADI,123,40,0
LASRI,123,38,0
AYRES,123,34,0
EL YEMLAHI,123,25,0
DELANEY,123,23,0
YULIYANOVA,123,23,0
GRAIN,123,22,0
BOUAOUDA,123,20,0
HAMMOUDI,123,20,0
HILAL,123,19,0
CHATT,123,18,0
BEVAN,123,17,0
KAMINSKA,123,15,0
MAKRANI,123,14,0
BENDAOUD,123,12,0
EL BAHRAOUI,123,12,0
HAKIMI,123,12,0
VENTSISLAVOVA,123,11,0
FARISS,123,10,0
VICKERS,123,10,0
POPE,123,9,0
ISTOC,123,7,0
LEMHAMDI,123,7,0
SAFTA,123,7,0
ACATRINEI,123,6,0
CARTWRIGHT,123,6,0
BRETT,123,5,0
DOLHA,123,5,0
HOSU,123,5,0
CALVENTUS,122,174,0
CHIPANA,122,172,0
ALOMA,122,168,0
ARRIZUBIETA,122,166,0
LLAQUET,122,160,0
LANZO,122,158,0
TIEDRA,122,150,0
ANENTO,122,145,0
GARCIA DE LA PLAZA,122,143,0
ROSANES,122,143,0
YELAMO,122,143,0
CAMPODARVE,122,138,0
POGO,122,137,6
BORBALAN,122,134,0
JORAJURIA,122,134,0
SANCIBRIAN,122,133,0
MEREDIZ,122,132,0
PENILLA,122,131,0
PROCAS,122,130,0
CERVEL,122,129,0
MANGUES,122,128,0
SANCHEZ PORRO,122,128,0
MAURICI,122,127,0
CANTARINO,122,126,0
ESCURSELL,122,126,0
GONZALEZ CALERO,122,125,0
ORTIZ DE GUZMAN,122,125,0
LECEGUI,122,124,0
PERAMOS,122,124,0
OROVAL,122,121,0
TALAN,122,121,0
TRUJILLOS,122,120,5
BRONTE,122,118,0
AVELLANO,122,117,0
FABIOS,122,117,0
MISOL,122,116,0
BARROSA,122,114,0
DE PALMA,122,114,0
REVENTOS,122,114,0
JABALQUINTO,122,112,0
FORNIS,122,111,0
JUGO,122,110,0
DEL ALCAZAR,122,109,0
BOMBA,122,108,0
DIAZ FAES,122,108,0
GOIKOLEA,122,108,0
GOROSTOLA,122,107,0
VIGARAY,122,107,0
CHIRALT,122,106,0
PASCUALVACA,122,106,0
ANDANI,122,105,0
CIBRAN,122,105,0
AMARELO,122,104,0
ODERIZ,122,104,0
CHILLA,122,103,0
LLI,122,103,0
LOSQUIÑO,122,103,0
UBIERGO,122,103,0
YANCE,122,103,0
UNDIANO,122,102,0
DIAZ PORTALES,122,101,0
JUANOS,122,101,0
VALENCIAGA,122,101,0
CORE,122,100,0
FRAGUIO,122,100,0
PAIN,122,100,0
CUACOS,122,99,0
UCHUARI,122,99,0
SELLAM,122,98,0
CAMPOO,122,97,0
LOPEZ DE SOSOAGA,122,97,0
DE OLANO,122,96,0
ONECHA,122,95,0
SANCHEZ MIGUEL,122,95,0
BONACHELA,122,94,0
REBE,122,94,0
ARTAJO,122,93,0
GARCIA NOBLEJAS,122,93,0
NEDYALKOVA,122,93,0
BORONA,122,92,0
FILIBERTO,122,92,0
MORIES,122,91,0
BERET,122,88,0
GARCIA RAMA,122,87,0
GARDOKI,122,86,0
BAELLO,122,76,0
AGUJETAS,122,75,0
COIDURAS,122,73,0
MASATS,122,70,0
SOBERATS,122,66,0
BARRIE,122,65,0
MARCHESI,122,60,0
PENCHEVA,122,59,6
FRAGIO,122,57,0
HOPPE,122,52,0
SUNDAY,122,45,0
BURGER,122,44,0
ZANETTI,122,40,0
MERABET,122,35,0
HALIM,122,33,0
EL EMRANI,122,32,0
WHYTE,122,29,0
BAHA,122,28,0
EL KANDOUSSI,122,24,0
ADNANI,122,22,5
KRAFT,122,19,0
MULDER,122,17,0
WEBBER,122,15,0
EL MERABET,122,13,0
MARSDEN,122,13,0
MOONEY,122,12,0
SADLER,122,12,0
EL AMMARI,122,11,0
KRIM,122,10,0
BORODI,122,9,0
BOUMAAZA,122,9,0
DAVENPORT,122,9,0
KHALLOUK,122,9,0
ZIDANE,122,9,0
GAVRIS,122,6,0
BERAR,122,5,0
JUCAN,122,5,0
CIRCU,122,0,0
CULEA,122,0,0
JUGANARU,122,0,0
SERB,122,0,0
SIDOR,122,0,0
LAMIGUEIRO,121,207,6
BOA,121,194,6
GASCUE,121,179,0
LESACA,121,173,0
FRADUA,121,170,0
QUINA,121,168,0
UZ,121,165,0
CARNAL,121,163,0
LLANILLO,121,162,0
MELLEN,121,162,0
SIPAN,121,156,0
MONTALAR,121,154,0
CALZA,121,152,0
MARGUENDA,121,152,0
PEREGRINO,121,148,0
LOPEZ DE LA RICA,121,147,7
BERDALA,121,146,0
TORREALDAY,121,146,0
CORBETO,121,145,0
PUIGCERCOS,121,140,0
CABALGA,121,138,0
MANEU,121,135,0
ARRUGAETA,121,134,0
LARGACHA,121,134,0
ASCENCIO,121,132,0
RUIZ DE LARRAMENDI,121,132,0
BOIL,121,130,0
FERNANDEZ PANIAGUA,121,130,0
LEGAZPE,121,129,5
CACHAZO,121,129,0
SISALIMA,121,127,0
GARCIA DEL REAL,121,124,0
DUCAY,121,123,0
GATNAU,121,122,0
MIRASIERRA,121,120,5
CASTREJE,121,120,0
DORAO,121,120,0
LOPEZ DE CASTRO,121,120,0
SANCHEZ PAULETE,121,120,0
RIVADENEYRA,121,119,0
CABILDO,121,118,0
CANTOR,121,118,0
GEJO,121,117,0
SENCIANES,121,117,0
TARAFA,121,117,0
TREIG,121,117,0
ENJO,121,115,13
LIZARAZO,121,114,0
GARCIA DIONISIO,121,113,0
ALENTADO,121,112,0
GONZALEZ GALLEGO,121,111,0
GUSTRAN,121,107,0
CROVETTO,121,106,0
DE DIAGO,121,105,0
ESCOLASTICO,121,105,0
ALANES,121,104,0
ORTUBE,121,104,0
BRIO,121,103,0
CANARIO,121,102,0
POTAU,121,102,0
REMOLINA,121,102,0
CANON,121,101,0
YUGCHA,121,101,0
EZKERRA,121,100,0
LLASAT,121,98,0
ARETXABALA,121,97,0
USOBIAGA,121,95,0
CABISCOL,121,93,0
GALLEGUILLOS,121,93,0
MASSANAS,121,93,0
MONSORIU,121,93,0
VILLAO,121,92,6
PARALS,121,92,0
PUGLLA,121,91,8
HENESTROSA,121,90,0
BONOSO,121,89,0
ELVIRO,121,87,0
GARCIA CASTRO,121,86,0
COREA,121,85,0
ALDARIAS,121,83,0
CEBAMANOS,121,80,0
FIORI,121,80,0
ZHELEV,121,79,0
RUIZ OLALLA,121,78,0
VAZQUEZ DE PRADA,121,73,0
CORTIGUERA,121,68,0
TERMENON,121,68,0
TARANTINO,121,58,0
FABER,121,56,0
MOULOUD,121,50,0
YUSEINOV,121,48,0
MILKOV,121,38,5
BUSSE,121,37,0
DICK,121,37,0
ZERROUK,121,36,0
MAREGA,121,34,5
NOUINOU,121,29,0
HEINZ,121,27,0
GRIMM,121,25,0
JAMALI,121,25,0
SCHULLER,121,24,0
EL MEZIANI,121,20,0
CHRIF,121,17,0
LAOUKILI,121,16,0
ROWLEY,121,16,0
BEN MESSAOUD,121,15,0
BURNETT,121,15,0
LIAN,121,15,0
WITTE,121,12,0
MCCANN,121,10,0
MBATHIE,121,9,0
MCLAUGHLIN,121,9,0
UR REHMAN,121,8,0
LUCACIU,121,7,0
BENZAR,121,6,0
GUSA,121,6,0
LEPADATU,121,6,0
SOULTANA,121,6,0
BAJAN,121,5,0
CHAKIRI,121,5,0
JITARU,121,5,0
BOUKHANFRA,121,0,0
CURAC,121,0,0
DANSOKO,121,0,0
GOGU,121,0,0
HOTEA,121,0,0
QUERENCIAS,120,183,0
TASA,120,182,0
TORREJIMENO,120,180,0
BELMONT,120,179,0
GES,120,174,0
IRASUEGUI,120,173,0
ORCOYEN,120,172,0
CAROLA,120,161,0
GORMEDINO,120,161,0
DERTEANO,120,155,0
CAPLLIURE,120,154,0
SANTIAS,120,150,0
TALLEDA,120,149,0
DIVI,120,146,0
TORRADES,120,145,0
AICUA,120,143,0
RUDI,120,143,0
CAÑEGO,120,141,7
CASTROSIN,120,140,0
PAPELL,120,140,0
RONDEROS,120,136,5
NULA,120,136,0
AJAMIL,120,134,0
ALMOR,120,134,0
CAMPRECIOS,120,130,0
CEAN,120,129,0
GRIMALTOS,120,129,0
MARITORENA,120,129,0
ULLES,120,129,0
VILOR,120,128,0
MOTILVA,120,127,0
TRIGOSO,120,126,6
BERMELLO,120,126,0
CALABRES,120,126,0
ILARDUYA,120,126,0
GRANDOSO,120,125,0
LEONCIO,120,125,0
AVELLI,120,122,0
GORDI,120,122,0
AHULLO,120,119,0
BROGERAS,120,119,0
CARRIBA,120,119,0
MARQUILLES,120,119,0
SAUQUE,120,118,0
SOBREVIA,120,118,0
CALIANI,120,116,0
EVARISTO,120,116,0
LUENA,120,115,0
MASSEGUR,120,114,0
CARCAR,120,112,0
COVELA,120,109,8
COBEÑO,120,109,0
MALAGELADA,120,109,0
MONTUFO,120,109,0
SANTURTUN,120,109,0
SUILS,120,109,0
GARABAYA,120,108,0
GUALLICHICO,120,107,5
SALAVEDRA,120,106,0
MIMENZA,120,104,0
CULQUI,120,103,0
LOPEZ ESCRIBANO,120,103,0
GINABREDA,120,101,0
ESARTE,120,100,0
MORALLON,120,100,0
LIZOAIN,120,99,0
ESTANGUI,120,96,0
SARASATE,120,96,0
BESPIN,120,95,0
CODO,120,95,0
MIJANCOS,120,95,0
VILACHA,120,95,0
LOPEZ CASTILLO,120,94,0
LOPEZ DE VICUÑA,120,93,0
PAJARIN,120,93,0
PRIMA,120,92,0
MANCO,120,91,0
MONTESANO,120,90,0
MENCOS,120,87,0
GAIG,120,86,0
PAYES,120,86,0
ALLI,120,83,0
SANCHEZ RUBIO,120,83,0
ÑECO,120,82,0
IDOYAGA,120,81,0
PELEGERO,120,80,0
JARAMA,120,79,0
DE HOZ,120,75,0
GRAÑANA,120,75,0
TURCO,120,74,0
BOBER,120,71,0
COUCHEIRO,120,70,0
TAHER,120,70,0
SOT,120,65,0
MONTABES,120,56,0
PRATA,120,53,0
FAZIO,120,52,0
HAOUARI,120,50,0
ANDALOUSSI,120,48,0
HALIL,120,44,0
BEHRENS,120,39,0
DIDI,120,31,0
ANTONELLI,120,30,0
DAHAN,120,29,0
KALAI,120,27,0
YULIYANOV,120,27,0
AHRIKA,120,25,9
FUSCO,120,25,0
ORLOVA,120,23,0
JAADI,120,18,0
MOSES,120,18,0
OMOROGBE,120,16,0
EL ALOUI,120,15,0
STUBBS,120,15,0
OUEDRAOGO,120,12,0
FOUAD,120,11,0
HIRST,120,11,0
CORBU,120,10,0
LUNG,120,8,0
PETRAS,120,7,0
WOODCOCK,120,6,0
HOWARTH,120,5,0
CHELARIU,120,0,0
COCAN,120,0,0
MOTOC,120,0,0
NICHIFOR,120,0,0
JAL,119,188,0
JAUSORO,119,170,0
CULLERES,119,162,0
GONZALEZ DE DURANA,119,161,0
FOMBONA,119,160,0
GACIÑO,119,159,0
MERELLES,119,157,0
OLSINA,119,155,0
LABLANCA,119,153,5
TUAREZ,119,151,0
MANZABA,119,148,0
ZAFORTEZA,119,147,0
LOPEZ FRANCA,119,146,0
VERDIAL,119,146,0
SACHEZ,119,143,0
RUGEL,119,142,0
LIMAS,119,141,0
MALEA,119,139,0
VELLVE,119,139,0
TORNIL,119,137,0
GRAGERO,119,135,0
CURRAIS,119,134,0
RODRIGUEZ MADRIDEJOS,119,133,5
BUENACASA,119,133,0
LARREGOLA,119,132,0
HECHAVARRIA,119,131,0
TRABADA,119,129,5
AUQUE,119,128,0
FERNANDEZ MEDINA,119,128,0
QUINCHE,119,128,0
MADIEDO,119,126,0
RAHONA,119,126,0
ALLAUCA,119,124,11
CASEDAS,119,124,0
MARQUINO,119,124,0
TIÑENA,119,124,0
PEIRIS,119,123,8
MARTITEGUI,119,123,0
QUINTIANA,119,123,0
HERENA,119,122,0
MAZARIAS,119,121,0
BENSENY,119,120,0
MELLE,119,120,0
DE QUINTANA,119,117,0
BORDERAS,119,116,0
DE AGUIAR,119,115,0
MONISTROL,119,113,0
ROMAO,119,112,0
ESCURRA,119,111,0
MARTIN DE LUCIA,119,111,0
HUALLPA,119,110,0
FRAIRE,119,108,0
RAÑAL,119,108,0
VILARMAU,119,107,0
PEREZ CHUECOS,119,106,8
GARNERO,119,106,0
TOAZA,119,106,0
DAGUERRE,119,105,0
POLL,119,105,0
BERROTARAN,119,102,0
ARBIZA,119,101,0
ADMETLLA,119,100,0
CEDRAN,119,100,0
SELLABONA,119,97,0
FERNANDEZ DE AGUIRRE,119,96,0
GUIDET,119,96,0
BIZARRAGA,119,95,7
SAQUETE,119,95,0
FERNANDEZ DE LAS HERAS,119,94,0
BOTARGUES,119,93,0
GONZALEZ DE AUDICANA,119,93,0
MARENCO,119,92,0
VECILLAS,119,91,0
ESTIBALEZ,119,90,0
YANEV,119,90,0
GALVANY,119,89,0
LOPEZ DE SUBIJANA,119,89,0
PEREZ CASTEJON,119,89,0
BURGAS,119,85,0
URDILLO,119,81,0
MBOMIO,119,79,0
FIEIRA,119,78,0
SANCHEZ DE LAS MATAS,119,78,0
EGURBIDE,119,77,0
AUTRAN,119,76,0
STOYKOV,119,75,0
BERMO,119,74,0
ZUBICOA,119,72,0
BIELA,119,61,0
DONA,119,55,0
NCOGO,119,55,0
JEAN,119,54,0
GENCHEV,119,51,0
POHL,119,40,0
GRASSO,119,34,0
MORARI,119,34,0
NICHOLS,119,33,0
CHAMLAL,119,30,0
WITT,119,28,0
DE SANTIS,119,27,0
SMAIL,119,27,0
EL AZOUAN,119,26,6
EL GUENNOUNI,119,21,0
SCHENK,119,21,0
WISNIEWSKA,119,21,0
TAMBA,119,20,0
EL MARZGUIOUI,119,18,6
BERKI,119,14,0
EL JABRI,119,14,0
LOUM,119,14,0
MILENOVA,119,14,0
HALE,119,12,0
LEWANDOWSKI,119,12,0
RITCHIE,119,12,0
FLOROIU,119,10,0
ASANTE,119,9,0
RAJ,119,7,0
ARITON,119,6,0
BAGHDASARYAN,119,6,0
KONATEH,119,5,0
OULGHAZI,119,5,0
BUTURUGA,119,0,0
RIZWAN,119,0,0
STRUGARI,119,0,0
TEPES,119,0,0
FEDELICH,118,221,6
NOUCHE,118,204,0
GIL DELGADO,118,176,0
IRULEGUI,118,169,0
MUÑEZ,118,167,0
DA SILVEIRA,118,165,0
ELGUETA,118,160,0
ACUÑAS,118,157,0
SISTERO,118,154,0
JARDIEL,118,153,0
CEBERINO,118,152,0
DIAZ CRESPO,118,152,0
TORBADO,118,146,0
LON,118,144,5
PELLICERO,118,143,0
BERRUGUETE,118,139,0
RODENES,118,137,0
ESCANIO,118,135,8
ALBANDEA,118,134,0
GINART,118,133,0
USMA,118,132,0
HERIAS,118,128,0
BRUNSO,118,127,0
ALAMANCOS,118,124,0
CAUMEL,118,124,0
ECHENAGUSIA,118,124,0
ENGROBA,118,123,0
GAMBUS,118,122,0
PARCET,118,122,0
PASTELLS,118,121,0
MONTANERO,118,119,0
SAMPERA,118,118,0
PENEVA,118,117,0
CARGOL,118,116,0
PORTI,118,116,0
RODEÑO,118,116,0
TUA,118,116,0
BENSUSAN,118,115,0
ABALLE,118,114,0
URIBE ECHEVARRIA,118,113,0
ZUÑEDA,118,111,0
VITALLA,118,109,0
ALCOBERRO,118,108,0
EMPARAN,118,108,0
RETAMOZO,118,108,0
IDIRIN,118,107,0
SANTEIRO,118,107,0
SARCIAT,118,106,0
SEGURANA,118,106,0
VISERAS,118,105,0
ORRO,118,104,6
ABDELAH,118,104,0
ARMANGUE,118,104,0
CORBERO,118,104,0
ARZE,118,103,0
CHOY,118,102,0
AJURIAGUERRA,118,101,0
PRIMS,118,101,0
LANTES,118,99,0
TROBAJO,118,99,0
AZURZA,118,98,0
GOMEZ CHACON,118,98,0
TRESACO,118,97,0
ARECO,118,96,0
BAULIES,118,96,0
EALO,118,95,0
MIRPURI,118,94,28
GAITEIRO,118,94,0
SANABRIAS,118,94,0
PAHINO,118,93,0
VALOIS,118,92,0
CANIBE,118,90,0
NEMESIO,118,88,0
ENTRAMBASAGUAS,118,87,0
AGAR,118,85,0
FONTOBA,118,85,0
BUGES,118,83,0
GARCIA LOYGORRI,118,83,0
NARDIZ,118,83,0
OBREO,118,83,0
BARJAU,118,80,0
CONCEIÇAO,118,80,0
AURELL,118,79,0
BANACH,118,75,0
SARATXAGA,118,75,0
MARTRET,118,74,0
PARDO DE SANTAYANA,118,73,0
DE JAIME,118,71,0
TOJAR,118,66,0
FILGAIRA,118,62,0
MARIUS,118,49,0
HAMMAD,118,48,0
MARIE,118,48,0
BUZA,118,43,0
CHARRADI,118,41,0
MILKOVA,118,38,0
BRUNI,118,34,0
EL BAKOURI,118,34,0
NAJIB,118,34,0
BECKMANN,118,33,0
ROOS,118,29,0
BOUALAM,118,25,0
FATMI,118,25,0
EL KANFOUDI,118,23,0
HAMMER,118,20,0
DUDEK,118,17,0
BISEROV,118,14,0
BOUDHAN,118,14,0
BOUAZIZ,118,12,0
HAFEEZ,118,12,0
OSAZUWA,118,12,0
BARKANI,118,11,0
DARDOUR,118,11,0
NIKOLIC,118,11,0
KABBOURI,118,9,0
PIPER,118,9,0
RAYNER,118,9,0
ROWLAND,118,9,0
EL HAJJAJI,118,8,0
CHAFAI,118,7,0
BOJAN,118,6,0
JIED,118,6,0
BURGHELEA,118,5,0
BABOI,118,0,0
CIRJAN,118,0,0
MAJEED,118,0,0
MEMIS,118,0,0
ROMANESCU,118,0,0
RUSE,118,0,0
SVETOSLAVOV,118,0,0
VALEANU,118,0,0
VARVARI,118,0,0
VARZARU,118,0,0
DE MENDOZA,117,211,0
GOCHICOA,117,157,0
GOICOA,117,157,0
URIBARRENA,117,156,0
DIAZ MADROÑERO,117,154,0
ABEJA,117,151,0
DE UGARTE,117,150,0
AVIN,117,148,0
LOPEZ DE ARBINA,117,147,0
CHOMON,117,140,0
CAIXAS,117,137,0
DE PRADOS,117,137,0
LUQUI,117,137,0
CORZAN,117,134,0
LABAO,117,133,0
LEREU,117,133,0
TRULLA,117,132,0
RIVADAS,117,131,0
ONTALVILLA,117,130,0
IRNAN,117,128,6
DEL COLLADO,117,128,0
AROCO,117,127,0
MIFSUD,117,127,0
LORENCE,117,125,0
CHUSHIG,117,123,16
CARAVIA,117,122,0
NANDE,117,122,0
COUQUE,117,120,5
PARREU,117,120,0
SINOBAS,117,120,0
BOUZAN,117,119,0
LARRAYAD,117,119,0
MURGIONDO,117,119,0
AUGUET,117,118,0
BALDUQUE,117,118,0
MELIO,117,115,0
ARBEO,117,113,0
ASKASIBAR,117,113,0
KEREJETA,117,113,0
JUY,117,109,0
MONGUILOD,117,109,0
ALABARTA,117,108,0
AZKARRAGA,117,108,0
LANCIEGO,117,108,0
NAVE,117,108,0
RAVINA,117,107,0
ALCEGA,117,106,0
FRANQUES,117,106,0
MICOLTA,117,106,0
MONTARAZ,117,105,0
FILPO,117,102,0
FERNANDEZ CLEMENTE,117,101,0
GONZALEZ DEL VALLE,117,101,0
CHOLVI,117,100,0
CORREIRA,117,98,0
VIGIL ESCALERA,117,98,0
CHUNGA,117,97,0
DE LA ROCA,117,97,0
BURGAZ,117,96,0
CARRAMAL,117,96,0
PEJO,117,96,0
ORDINES,117,94,0
PETRO,117,94,0
BURCET,117,92,0
GANDON,117,92,0
SERRANO CRUZ,117,92,0
SIRVIENTE,117,91,0
BARIAIN,117,90,0
TANEVA,117,89,0
ARCAZ,117,85,6
DE OLEZA,117,84,0
MECHA,117,84,0
AGUELO,117,83,0
CARIÑO,117,83,0
